"Dealership Name",VIN,Year,Make,Model,Trim,"Vehicle Status","Stock Number","Date In stock","VDP URLs"
"Lou Fusz Evansville",KNAG64J71T5510183,2026,Kia,K5,"GT-Line AWD",,E2672130,2026-06-12,https://www.fuszevansville.com/inventory/new-2026-kia-k5-gt-line-awd-awd-4d-sedan-knag64j71t5510183/
"Lou Fusz Evansville",KNAG64J75T5510199,2026,Kia,K5,"GT-Line AWD",,E2672131,2026-06-17,https://www.fuszevansville.com/inventory/new-2026-kia-k5-gt-line-awd-awd-4d-sedan-knag64j75t5510199/
"Lou Fusz Evansville",7MMVAABW3TN177532,2026,Mazda,"CX-50 Hybrid",Preferred,,WM260363,2026-07-13,https://www.fuszevansville.com/inventory/new-2026-mazda-cx-50-hybrid-preferred-awd-sport-utility-7mmvaabw3tn177532/
"Lou Fusz Evansville",JM3KKEHD0T1397299,2026,Mazda,CX-90,"Premium Plus",,WM260367,2026-06-29,https://www.fuszevansville.com/inventory/new-2026-mazda-cx-90-premium-plus-awd-sport-utility-jm3kkehd0t1397299/
"Lou Fusz Evansville",JM3KMCHA5T0158325,2026,Mazda,CX-5,"2.5 S Preferred",,WM260365,2026-06-29,https://www.fuszevansville.com/inventory/new-2026-mazda-cx-5-2-5-s-preferred-awd-sport-utility-jm3kmcha5t0158325/
"Lou Fusz Evansville",JM3KMDHA2T0158644,2026,Mazda,CX-5,"2.5 S Premium",,WM260366,2026-06-29,https://www.fuszevansville.com/inventory/new-2026-mazda-cx-5-2-5-s-premium-awd-sport-utility-jm3kmdha2t0158644/
"Lou Fusz Evansville",KNAG64J78T5508883,2026,Kia,K5,"GT-Line FWD",,E2672133,2026-06-17,https://www.fuszevansville.com/inventory/new-2026-kia-k5-gt-line-fwd-fwd-4d-sedan-knag64j78t5508883/
"Lou Fusz Evansville",KNDNC5K35T6648825,2026,Kia,"Carnival MPV",EX,,E2675102,2026-06-25,https://www.fuszevansville.com/inventory/new-2026-kia-carnival-mpv-ex-fwd-4d-passenger-van-kndnc5k35t6648825/
"Lou Fusz Evansville",KNDNC5K39T6648908,2026,Kia,"Carnival MPV",EX,,E2675103,2026-06-25,https://www.fuszevansville.com/inventory/new-2026-kia-carnival-mpv-ex-fwd-4d-passenger-van-kndnc5k39t6648908/
"Lou Fusz Evansville",KNAG64J78T5508866,2026,Kia,K5,"GT-Line FWD",,E2672132,2026-06-17,https://www.fuszevansville.com/inventory/new-2026-kia-k5-gt-line-fwd-fwd-4d-sedan-knag64j78t5508866/
